,North,South,East,West,Central,OverallReading
8:00am,62,61,61,62,58,58-62
9:00am,61,60,60,61,58,58-61
10:00am,61,60,60,61,58,58-61
11:00am,61,59,60,61,58,58-61
12:00pm,61,60,60,60,58,58-61
1:00pm,60,59,60,61,58,58-61
2:00pm,59,59,59,61,58,58-61
3:00pm,59,60,59,61,57,57-61
4:00pm,59,59,59,61,57,57-61
5:00pm,59,59,59,61,57,57-61
6:00pm,59,59,58,60,57,57-60
7:00pm,58,58,57,59,57,57-59
8:00pm,58,58,57,59,56,56-59
9:00pm,58,56,56,59,55,55-59
10:00pm,58,56,56,58,55,55-58
11:00pm,58,56,56,57,55,55-58
12:00am,59,56,56,58,55,55-59
15/9/2017
1:00am,59,56,56,58,55,55-59
2:00am,60,57,57,58,55,55-60
3:00am,61,57,57,58,55,55-61
4:00am,62,57,57,58,56,56-62
5:00am,63,58,57,59,56,56-63
6:00am,64,58,58,58,56,56-64
7:00am,65,58,58,58,56,56-65
8:00am,65,58,58,58,56,56-65
9:00am,65,59,58,58,57,57-65
10:00am,66,59,58,58,57,57-66
11:00am,66,60,58,58,57,57-66
12:00pm,66,60,58,58,57,57-66
1:00pm,66,60,58,57,57,57-66
2:00pm,66,60,58,56,57,56-66
3:00pm,66,59,57,55,57,55-66
4:00pm,66,59,57,55,57,55-66
5:00pm,65,59,58,54,57,54-65
6:00pm,66,58,57,55,56,55-66
7:00pm,67,58,57,56,56,56-67
8:00pm,67,59,57,56,56,56-67
9:00pm,67,60,58,56,57,56-67
10:00pm,67,60,58,56,58,56-67
11:00pm,67,61,58,56,58,56-67
12:00am,67,62,58,56,58,56-67
16/9/2017
1:00am,67,62,59,56,58,56-67
2:00am,67,62,58,55,58,55-67
3:00am,66,62,59,55,58,55-66
4:00am,66,62,59,54,58,54-66
5:00am,65,61,59,54,58,54-65
6:00am,64,61,59,54,58,54-64
7:00am,64,60,59,54,58,54-64
8:00am,63,60,58,53,58,53-63
9:00am,62,60,57,52,57,52-62
10:00am,61,59,57,52,57,52-61
11:00am,61,58,57,50,56,50-61
12:00pm,60,58,57,50,56,50-60
1:00pm,60,58,57,49,56,49-60
2:00pm,59,57,57,49,56,49-59
3:00pm,59,57,57,49,56,49-59
4:00pm,59,57,57,49,56,49-59
5:00pm,58,57,57,50,55,50-58
6:00pm,58,58,57,47,55,47-58
7:00pm,57,57,56,44,55,44-57
8:00pm,56,57,56,42,55,42-57
9:00pm,56,55,55,41,54,41-56
10:00pm,54,55,55,41,53,41-55
11:00pm,54,53,55,41,53,41-55
12:00am,54,52,54,41,52,41-54
17/9/2017
1:00am,53,51,54,42,52,42-54
2:00am,52,48,53,41,50,41-53
3:00am,52,45,52,41,48,41-52
4:00am,49,43,51,40,46,40-51
5:00am,47,42,50,39,44,39-50
6:00am,44,39,47,38,42,38-47
7:00am,41,38,45,37,39,37-45
8:00am,40,37,46,38,38,37-46
9:00am,39,35,46,39,37,35-46
10:00am,38,35,46,41,38,35-46
11:00am,37,35,47,43,38,35-47
12:00pm,38,34,46,46,37,34-46
1:00pm,38,33,46,47,34,33-47
2:00pm,39,32,43,48,32,32-48
3:00pm,38,32,42,48,32,32-48
4:00pm,38,33,43,48,33,33-48
5:00pm,39,33,40,47,33,33-47
6:00pm,38,31,40,48,31,31-48
7:00pm,36,29,39,51,29,29-51
8:00pm,35,27,38,52,27,27-52
9:00pm,34,27,38,52,27,27-52
10:00pm,33,26,37,51,26,26-51
11:00pm,31,26,35,52,26,26-52
12:00am,30,25,34,51,25,25-51
18/9/2017
1:00am,29,24,33,48,24,24-48
2:00am,29,23,33,48,23,23-48
3:00am,29,22,32,47,22,22-47
4:00am,30,22,32,47,22,22-47
5:00am,31,22,32,47,21,21-47
6:00am,33,21,32,47,21,21-47
7:00am,34,22,32,48,21,21-48
8:00am,34,23,31,48,23,23-48
9:00am,36,23,30,48,23,23-48
10:00am,37,23,29,47,23,23-47
11:00am,38,22,28,46,23,22-46
12:00pm,38,22,27,47,22,22-47
1:00pm,38,22,27,45,22,22-45
2:00pm,37,22,27,44,23,22-44
3:00pm,38,24,28,44,25,24-44
4:00pm,38,24,29,43,24,24-43
5:00pm,36,23,28,43,23,23-43
6:00pm,36,23,28,42,24,23-42
7:00pm,37,24,27,39,24,24-39
8:00pm,37,26,27,37,25,25-37
9:00pm,38,29,29,37,27,27-38
10:00pm,41,31,29,38,29,29-41
11:00pm,44,32,30,39,30,30-44
12:00am,46,33,30,41,31,30-46
19/9/2017
1:00am,48,34,29,43,32,29-48
2:00am,51,34,30,44,33,30-51
3:00am,51,35,30,45,35,30-51
4:00am,51,35,32,45,36,32-51
5:00am,51,37,34,45,36,34-51
6:00am,51,40,35,44,37,35-51
7:00am,51,40,35,43,36,35-51
8:00am,51,40,36,43,36,36-51
9:00am,50,40,38,43,36,36-50
10:00am,50,40,39,42,37,37-50
11:00am,51,41,40,42,37,37-51
12:00pm,52,42,40,43,37,37-52
1:00pm,52,45,40,45,41,40-52
2:00pm,53,45,43,46,43,43-53
3:00pm,53,44,41,46,41,41-53
4:00pm,54,43,40,46,42,40-54
5:00pm,54,44,41,45,43,41-54
6:00pm,55,45,43,47,45,43-55
7:00pm,55,46,45,46,48,45-55
8:00pm,57,46,46,48,51,46-57
9:00pm,58,46,46,49,53,46-58
10:00pm,58,47,50,49,54,47-58
11:00pm,59,49,52,48,54,48-59
12:00am,60,51,54,47,55,47-60
20/9/2017
1:00am,60,52,56,45,55,45-60
2:00am,60,52,57,46,56,46-60
3:00am,60,53,58,45,56,45-60
4:00am,60,53,58,45,56,45-60
5:00am,59,52,57,44,55,44-59
6:00am,59,52,57,43,55,43-59
7:00am,59,51,57,42,55,42-59
8:00am,58,51,57,41,55,41-58
9:00am,58,52,57,41,55,41-58
10:00am,58,52,57,43,55,43-58
11:00am,58,52,57,43,56,43-58
12:00pm,57,52,58,40,56,40-58
1:00pm,57,50,58,38,55,38-58
2:00pm,56,51,58,38,55,38-58
3:00pm,56,51,58,39,56,39-58
4:00pm,55,52,59,38,56,38-59
5:00pm,55,52,59,39,56,39-59
6:00pm,55,52,59,38,56,38-59
7:00pm,55,53,59,39,55,39-59
8:00pm,54,53,59,36,55,36-59
9:00pm,53,52,59,35,53,35-59
10:00pm,53,52,58,34,52,34-58
11:00pm,52,52,57,33,52,33-57
12:00am,50,49,55,33,50,33-55
21/9/2017
1:00am,47,47,53,32,49,32-53
2:00am,45,45,52,30,46,30-52
3:00am,44,43,51,30,43,30-51
4:00am,43,42,50,30,43,30-50
5:00am,43,43,51,30,43,30-51
6:00am,43,42,51,30,43,30-51
7:00am,43,42,51,31,42,31-51
8:00am,43,40,51,31,42,31-51
9:00am,42,40,50,32,41,32-50
10:00am,43,39,47,32,40,32-47
11:00am,42,40,45,31,39,31-45
12:00pm,41,39,42,33,36,33-42
1:00pm,41,39,40,33,35,33-41
2:00pm,41,40,39,33,34,33-41
3:00pm,41,38,37,33,34,33-41
4:00pm,41,36,34,33,33,33-41
5:00pm,42,35,32,33,33,32-42
6:00pm,42,32,28,34,31,28-42
7:00pm,39,30,28,33,29,28-39
8:00pm,39,30,27,33,29,27-39
9:00pm,37,29,26,34,28,26-37
10:00pm,37,28,25,33,27,25-37
11:00pm,36,27,23,33,26,23-36
12:00am,36,28,23,33,26,23-36
22/9/2017
1:00am,35,27,22,34,26,22-35
2:00am,36,28,22,34,27,22-36
3:00am,38,29,23,34,28,23-38
4:00am,43,30,24,35,29,24-43
5:00am,48,31,24,36,30,24-48
6:00am,52,32,23,37,30,23-52
7:00am,54,32,23,39,31,23-54
8:00am,55,33,23,42,33,23-55
9:00am,57,32,24,44,34,24-57
10:00am,57,33,27,44,35,27-57
11:00am,57,35,28,48,34,28-57
12:00pm,58,36,29,47,35,29-58
1:00pm,58,36,30,47,36,30-58
2:00pm,58,36,32,49,37,32-58
3:00pm,58,37,34,51,38,34-58
4:00pm,59,38,35,52,40,35-59
5:00pm,59,39,36,52,40,36-59
6:00pm,60,41,38,52,41,38-60
7:00pm,60,44,40,53,44,40-60
8:00pm,61,44,41,53,45,41-61
9:00pm,61,44,42,53,46,42-61
10:00pm,61,44,43,53,48,43-61
11:00pm,62,48,45,54,50,45-62
12:00am,62,51,47,54,51,47-62
23/9/2017
1:00am,63,53,49,54,52,49-63
2:00am,63,54,51,55,53,51-63
3:00am,64,54,52,55,54,52-64
4:00am,63,54,53,56,55,53-63
5:00am,63,55,53,57,55,53-63
6:00am,62,55,54,57,55,54-62
7:00am,61,56,55,58,56,55-61
8:00am,61,57,55,57,56,55-61
9:00am,60,57,55,57,57,55-60
10:00am,60,57,55,57,57,55-60
11:00am,61,58,56,57,57,56-61
12:00pm,61,58,56,57,57,56-61
1:00pm,60,58,56,57,57,56-60
2:00pm,60,58,56,57,57,56-60
3:00pm,60,58,56,57,57,56-60
4:00pm,59,58,56,57,56,56-59
5:00pm,59,58,56,57,57,56-59
6:00pm,59,58,57,57,57,57-59
7:00pm,59,58,57,58,57,57-59
8:00pm,59,59,57,57,57,57-59
9:00pm,59,60,58,57,57,57-60
10:00pm,59,60,58,57,57,57-60
11:00pm,60,59,58,57,57,57-60
12:00am,59,59,58,57,56,56-59
24/9/2017
1:00am,59,59,58,57,56,56-59
2:00am,59,58,58,56,56,56-59
3:00am,59,57,58,56,55,55-59
4:00am,58,57,57,55,54,54-58
5:00am,58,57,57,55,54,54-58
6:00am,57,56,56,54,53,53-57
7:00am,57,56,56,54,53,53-57
8:00am,57,56,56,54,53,53-57
9:00am,58,56,56,54,53,53-58
10:00am,57,56,56,53,53,53-57
11:00am,57,55,56,53,53,53-57
12:00pm,57,56,57,53,53,53-57
1:00pm,58,56,57,53,54,53-58
2:00pm,59,56,57,54,54,54-59
3:00pm,59,56,57,54,54,54-59
4:00pm,60,56,58,54,55,54-60
5:00pm,60,57,58,54,54,54-60
6:00pm,60,57,58,54,55,54-60
7:00pm,61,57,58,54,55,54-61
8:00pm,61,57,58,54,55,54-61
9:00pm,61,56,58,55,55,55-61
10:00pm,60,56,58,55,55,55-60
11:00pm,60,56,58,56,55,55-60
12:00am,61,55,58,56,55,55-61
25/9/2017
1:00am,60,55,57,56,54,54-60
2:00am,60,55,57,56,55,55-60
3:00am,60,55,57,56,55,55-60
4:00am,60,55,57,56,56,55-60
5:00am,60,55,57,56,56,55-60
6:00am,60,56,57,55,56,55-60
7:00am,59,56,57,55,55,55-59
8:00am,58,55,57,54,55,54-58
9:00am,57,55,56,54,54,54-57
10:00am,57,54,55,54,54,54-57
11:00am,56,53,54,54,53,53-56
12:00pm,56,53,54,53,53,53-56
1:00pm,56,53,53,54,53,53-56
2:00pm,55,52,53,55,52,52-55
3:00pm,55,53,53,55,53,53-55
4:00pm,55,52,53,54,52,52-55
5:00pm,55,52,53,53,52,52-55
6:00pm,54,50,53,53,52,50-54
7:00pm,53,47,53,52,51,47-53
8:00pm,52,47,53,52,51,47-53
9:00pm,52,46,53,53,51,46-53
10:00pm,53,47,52,53,54,47-54
11:00pm,52,45,52,54,54,45-54
12:00am,52,45,51,55,54,45-55
26/9/2017
1:00am,53,45,51,56,53,45-56
2:00am,53,43,50,57,53,43-57
3:00am,54,44,49,58,52,44-58
4:00am,54,44,48,58,52,44-58
5:00am,55,43,48,59,52,43-59
6:00am,56,42,48,60,51,42-60
7:00am,57,39,46,61,51,39-61
8:00am,57,38,46,62,51,38-62
9:00am,58,39,46,63,51,39-63
10:00am,59,39,46,64,51,39-64
11:00am,59,40,47,65,51,40-65
12:00pm,59,40,47,66,52,40-66
1:00pm,59,42,47,66,52,42-66
2:00pm,59,41,46,66,51,41-66
3:00pm,59,39,44,65,51,39-65
4:00pm,59,41,46,65,52,41-65
5:00pm,59,40,43,64,52,40-64
6:00pm,60,41,43,64,52,41-64
7:00pm,59,44,40,65,52,40-65
8:00pm,59,45,39,65,51,39-65
9:00pm,59,45,40,65,50,40-65
10:00pm,60,45,41,65,43,41-65
11:00pm,61,45,45,65,45,45-65
12:00am,63,48,46,65,49,46-65
27/9/2017
1:00am,63,51,48,64,52,48-64
2:00am,64,52,50,64,54,50-64
3:00am,64,54,51,64,55,51-64
4:00am,64,55,52,65,56,52-65
5:00am,64,56,53,65,57,53-65
6:00am,65,57,54,65,58,54-65
7:00am,66,58,54,65,59,54-66
8:00am,67,60,55,65,61,55-67
9:00am,68,61,57,64,63,57-68
10:00am,69,63,59,63,64,59-69
11:00am,69,63,61,63,65,61-69
12:00pm,70,64,62,63,64,62-70
1:00pm,70,65,63,63,65,63-70
2:00pm,70,65,63,62,66,62-70
3:00pm,69,65,63,61,65,61-69
4:00pm,69,65,64,61,65,61-69
5:00pm,69,65,64,61,65,61-69
6:00pm,69,65,64,61,65,61-69
7:00pm,70,65,65,60,65,60-70
8:00pm,70,65,65,59,65,59-70
9:00pm,70,65,64,59,65,59-70
10:00pm,70,65,64,58,64,58-70
11:00pm,69,64,63,57,64,57-69
12:00am,69,64,63,58,63,58-69
28/9/2017
1:00am,68,63,62,58,62,58-68
2:00am,69,62,62,58,60,58-69
3:00am,69,61,62,58,60,58-69
4:00am,69,60,61,58,59,58-69
5:00am,68,59,61,58,58,58-68
6:00am,67,59,60,58,57,57-67
7:00am,66,58,60,58,56,56-66
8:00am,65,57,59,58,56,56-65
9:00am,64,56,58,59,54,54-64
10:00am,63,54,55,60,53,53-63
11:00am,62,55,54,59,53,53-62
12:00pm,62,53,53,58,53,53-62
1:00pm,62,53,53,58,53,53-62
2:00pm,62,54,53,58,53,53-62
3:00pm,63,54,53,59,54,53-63
4:00pm,64,55,53,60,55,53-64
5:00pm,64,55,53,61,55,53-64
6:00pm,65,55,53,62,55,53-65
7:00pm,65,55,54,63,56,54-65
8:00pm,65,56,54,64,56,54-65
9:00pm,66,57,55,64,56,55-66
10:00pm,66,57,55,65,57,55-66
11:00pm,66,57,56,65,57,56-66
12:00am,66,58,56,65,57,56-66
29/9/2017
1:00am,66,59,56,65,57,56-66
2:00am,65,59,57,66,58,57-66
3:00am,65,59,57,65,57,57-65
4:00am,65,59,58,65,58,58-65
5:00am,65,59,58,66,58,58-66
6:00am,65,58,59,66,58,58-66
7:00am,65,58,59,66,59,58-66
8:00am,65,58,60,67,59,58-67
9:00am,66,58,60,67,59,58-67
10:00am,66,59,60,66,59,59-66
11:00am,66,57,60,66,59,57-66
12:00pm,66,57,60,65,59,57-66
1:00pm,65,56,59,65,58,56-65
2:00pm,64,57,58,64,57,57-64
3:00pm,63,56,59,64,56,56-64
4:00pm,62,54,58,63,55,54-63
5:00pm,61,55,58,62,55,55-62
6:00pm,61,53,58,61,54,53-61
7:00pm,59,53,57,60,53,53-60
8:00pm,59,53,57,59,53,53-59
9:00pm,57,52,57,58,52,52-58
10:00pm,56,52,56,58,51,51-58
11:00pm,55,52,56,57,51,51-57
12:00am,54,51,56,56,51,51-56
30/9/2017
1:00am,53,50,56,54,50,50-56
2:00am,53,49,56,53,50,49-56
3:00am,53,49,56,52,49,49-56
4:00am,52,48,55,51,49,48-55
5:00am,52,47,55,45,48,45-55
6:00am,53,48,54,41,45,41-54
7:00am,53,50,54,40,44,40-54
8:00am,53,50,54,33,43,33-54
9:00am,52,51,54,29,41,29-54
10:00am,51,48,54,25,40,25-54
11:00am,51,48,54,26,39,26-54
12:00pm,51,50,54,28,40,28-54
1:00pm,51,49,54,28,39,28-54
2:00pm,51,47,54,28,40,28-54
3:00pm,51,47,54,28,40,28-54
4:00pm,51,47,53,29,40,29-53
5:00pm,51,47,53,30,38,30-53
6:00pm,52,47,52,31,38,31-52
7:00pm,52,45,52,31,38,31-52
8:00pm,52,48,52,30,39,30-52
9:00pm,53,49,52,30,39,30-53
10:00pm,53,49,53,31,40,31-53
11:00pm,53,49,53,31,39,31-53
12:00am,53,48,53,31,39,31-53
1/10/2017
1:00am,53,47,53,31,38,31-53
2:00am,53,48,53,31,38,31-53
3:00am,52,49,53,32,38,32-53
4:00am,52,51,53,32,39,32-53
5:00am,51,52,53,32,39,32-53
6:00am,50,52,53,32,40,32-53
7:00am,48,52,54,32,40,32-54
8:00am,46,52,53,32,40,32-53
9:00am,45,51,53,32,40,32-53
10:00am,45,52,52,34,40,34-52
11:00am,46,54,52,36,43,36-54
12:00pm,47,53,52,37,44,37-53
1:00pm,48,54,52,37,48,37-54
2:00pm,49,54,52,38,49,38-54
3:00pm,50,55,52,37,50,37-55
4:00pm,51,56,52,35,51,35-56
5:00pm,52,56,52,37,52,37-56
6:00pm,52,57,52,37,52,37-57
7:00pm,53,57,52,40,52,40-57
8:00pm,53,56,51,41,52,41-56
9:00pm,53,56,50,44,53,44-56
10:00pm,53,56,48,47,53,47-56
11:00pm,54,57,47,51,53,47-57
12:00am,54,57,46,51,53,46-57
2/10/2017
1:00am,54,57,43,52,54,43-57
2:00am,55,58,44,53,54,44-58
3:00am,55,58,45,53,55,45-58
4:00am,56,58,44,53,55,44-58
5:00am,56,58,43,53,55,43-58
6:00am,56,58,42,53,55,42-58
7:00am,56,58,41,53,55,41-58
8:00am,57,58,42,53,55,42-58
9:00am,57,58,42,53,55,42-58
10:00am,57,57,43,53,55,43-57
11:00am,57,56,46,53,55,46-57
12:00pm,57,56,48,53,54,48-57
1:00pm,57,56,51,54,54,51-57
2:00pm,58,56,52,54,54,52-58
3:00pm,58,55,52,54,53,52-58
4:00pm,58,54,53,55,53,53-58
5:00pm,58,54,53,54,54,53-58
6:00pm,58,54,53,54,53,53-58
7:00pm,57,55,54,53,53,53-57
8:00pm,56,54,54,53,53,53-56
9:00pm,57,54,55,52,52,52-57
10:00pm,56,54,55,50,52,50-56
11:00pm,58,54,56,47,52,47-58
12:00am,58,54,57,44,53,44-58
3/10/2017
1:00am,58,55,57,42,53,42-58
2:00am,58,54,58,42,52,42-58
3:00am,58,54,58,40,53,40-58
4:00am,60,53,58,40,53,40-60
5:00am,61,53,58,40,53,40-61
6:00am,62,53,58,41,54,41-62
7:00am,62,53,58,43,54,43-62
8:00am,63,54,59,43,56,43-63
9:00am,64,56,60,45,58,45-64
10:00am,65,57,62,46,59,46-65
11:00am,66,59,62,48,60,48-66
12:00pm,67,60,63,50,60,50-67
1:00pm,67,60,63,50,60,50-67
2:00pm,67,61,63,49,60,49-67
3:00pm,67,62,63,49,61,49-67
4:00pm,68,63,63,49,61,49-68
5:00pm,68,63,63,50,61,50-68
6:00pm,68,63,63,51,61,51-68
7:00pm,69,64,64,51,62,51-69
8:00pm,69,65,64,52,62,52-69
9:00pm,70,66,64,52,63,52-70
10:00pm,71,66,63,53,63,53-71
11:00pm,70,67,63,54,63,54-70
12:00am,71,67,63,54,63,54-71
4/10/2017
1:00am,71,66,62,55,63,55-71
2:00am,71,66,62,55,63,55-71
3:00am,71,66,62,55,63,55-71
4:00am,70,66,62,55,62,55-70
5:00am,69,66,62,55,62,55-69
6:00am,68,66,61,54,61,54-68
7:00am,67,65,61,54,60,54-67
8:00am,65,64,59,54,58,54-65
9:00am,64,62,58,53,56,53-64
10:00am,63,60,56,52,54,52-63
11:00am,61,59,55,51,53,51-61
12:00pm,61,58,53,48,53,48-61
1:00pm,60,57,53,46,53,46-60
2:00pm,60,57,53,46,52,46-60
3:00pm,59,55,52,46,52,46-59
4:00pm,58,55,51,45,51,45-58
5:00pm,57,54,51,43,49,43-57
6:00pm,56,53,47,43,47,43-56
7:00pm,55,53,44,44,46,44-55
8:00pm,55,49,42,43,43,42-55
9:00pm,54,46,40,43,41,40-54
10:00pm,54,43,40,40,40,40-54
11:00pm,55,40,40,38,39,38-55
12:00am,55,38,40,37,41,37-55
5/10/2017
1:00am,55,39,41,37,41,37-55
2:00am,55,40,41,37,41,37-55
3:00am,55,40,42,37,39,37-55
4:00am,54,41,42,36,39,36-54
5:00am,54,43,44,36,39,36-54
6:00am,54,45,45,37,41,37-54
7:00am,55,47,46,34,42,34-55
8:00am,55,49,49,36,44,36-55
9:00am,56,48,50,37,44,37-56
10:00am,56,49,50,38,44,38-56
11:00am,56,49,51,39,44,39-56
12:00pm,56,46,50,42,45,42-56
1:00pm,56,46,49,43,44,43-56
2:00pm,56,45,47,43,44,43-56
3:00pm,56,46,48,44,44,44-56
4:00pm,56,48,50,45,46,45-56
5:00pm,57,48,51,49,47,47-57
6:00pm,57,48,52,49,48,48-57
7:00pm,58,48,52,48,48,48-58
8:00pm,59,49,52,48,48,48-59
9:00pm,60,51,52,48,48,48-60
10:00pm,60,51,52,49,47,47-60
11:00pm,59,51,52,50,47,47-59
12:00am,59,51,51,51,44,44-59
6/10/2017
1:00am,59,51,49,50,43,43-59
2:00am,59,49,48,51,40,40-59
3:00am,60,48,46,52,40,40-60
4:00am,62,45,45,54,40,40-62
5:00am,62,43,43,56,42,42-62
6:00am,63,42,42,57,43,42-63
7:00am,63,43,45,58,46,43-63
8:00am,63,44,43,59,49,43-63
9:00am,63,45,44,61,52,44-63
10:00am,64,46,45,62,52,45-64
11:00am,64,47,44,63,51,44-64
12:00pm,65,47,44,63,51,44-65
1:00pm,64,47,45,63,51,45-64
2:00pm,65,49,45,64,52,45-65
3:00pm,65,48,45,65,52,45-65
4:00pm,65,47,44,65,52,44-65
5:00pm,65,49,45,64,52,45-65
6:00pm,65,52,47,64,52,47-65
7:00pm,65,52,48,65,53,48-65
8:00pm,64,52,50,65,53,50-65
9:00pm,64,52,51,64,53,51-64
10:00pm,62,53,51,64,53,51-64
11:00pm,62,53,51,64,53,51-64
12:00am,62,53,52,64,54,52-64
7/10/2017
1:00am,63,54,52,65,55,52-65
2:00am,63,54,52,65,57,52-65
3:00am,63,55,53,65,57,53-65
4:00am,62,56,54,64,58,54-64
5:00am,63,57,55,63,58,55-63
6:00am,63,58,56,63,59,56-63
7:00am,64,59,56,62,59,56-64
8:00am,65,60,57,62,59,57-65
9:00am,65,60,58,61,60,58-65
10:00am,64,60,60,60,61,60-64
11:00am,64,61,61,60,61,60-64
12:00pm,64,61,61,59,61,59-64
1:00pm,64,61,62,59,62,59-64
2:00pm,65,62,63,59,62,59-65
3:00pm,65,63,64,59,62,59-65
4:00pm,65,64,66,59,63,59-66
5:00pm,65,66,65,60,64,60-66
6:00pm,65,64,66,60,63,60-66
7:00pm,64,63,65,60,63,60-65
8:00pm,64,64,65,60,63,60-65
9:00pm,64,65,66,59,64,59-66
10:00pm,63,63,66,60,64,60-66
11:00pm,63,64,66,59,64,59-66
12:00am,63,63,66,59,64,59-66
8/10/2017
1:00am,63,63,66,58,63,58-66
2:00am,62,62,66,57,62,57-66
3:00am,61,62,66,56,62,56-66
4:00am,60,61,66,55,61,55-66
5:00am,59,60,65,54,61,54-65
6:00am,58,59,64,53,60,53-64
7:00am,57,58,63,53,59,53-63
8:00am,56,58,63,52,57,52-63
9:00am,56,58,62,52,56,52-62
10:00am,56,58,60,52,56,52-60
11:00am,56,57,59,52,56,52-59
12:00pm,56,58,60,51,57,51-60
1:00pm,55,59,60,51,57,51-60
2:00pm,56,59,59,51,57,51-59
3:00pm,56,59,59,51,57,51-59
4:00pm,56,57,58,51,55,51-58
5:00pm,56,57,58,51,55,51-58
6:00pm,56,58,58,49,56,49-58
7:00pm,56,58,58,50,56,50-58
8:00pm,57,59,58,50,56,50-59
9:00pm,57,59,58,51,55,51-59
10:00pm,57,59,59,49,56,49-59
11:00pm,57,59,59,51,56,51-59
12:00am,57,60,59,51,56,51-60
9/10/2017
1:00am,57,60,60,52,57,52-60
2:00am,57,61,61,52,57,52-61
3:00am,58,61,61,52,57,52-61
4:00am,58,62,62,52,57,52-62
5:00am,58,62,62,52,57,52-62
6:00am,59,63,63,53,58,53-63
7:00am,59,62,63,52,58,52-63
8:00am,58,61,63,52,58,52-63
9:00am,58,61,63,51,57,51-63
10:00am,58,60,63,50,57,50-63
11:00am,58,61,63,51,57,51-63
12:00pm,57,60,63,49,57,49-63
1:00pm,57,59,62,47,56,47-62
2:00pm,57,59,62,45,55,45-62
3:00pm,56,58,61,45,54,45-61
4:00pm,56,59,61,43,54,43-61
5:00pm,55,58,61,41,54,41-61
6:00pm,55,57,60,41,54,41-60
7:00pm,55,57,60,41,54,41-60
8:00pm,54,56,60,39,54,39-60
9:00pm,54,56,60,39,53,39-60
10:00pm,54,56,60,39,52,39-60
11:00pm,53,56,59,38,52,38-59
12:00am,53,55,59,35,52,35-59
10/10/2017
1:00am,52,55,57,33,49,33-57
2:00am,51,55,56,32,46,32-56
3:00am,50,54,55,31,42,31-55
4:00am,47,53,54,31,39,31-54
5:00am,45,52,54,29,37,29-54
6:00am,42,52,53,28,35,28-53
7:00am,41,52,52,28,34,28-52
8:00am,40,52,52,28,34,28-52
9:00am,39,52,51,28,33,28-52
10:00am,39,52,51,27,34,27-52
11:00am,40,51,50,26,34,26-51
12:00pm,41,49,50,28,31,28-50
1:00pm,43,49,51,30,33,30-51
2:00pm,41,48,49,30,35,30-49
3:00pm,42,47,48,28,36,28-48
4:00pm,43,45,47,29,36,29-47
5:00pm,43,46,47,28,36,28-47
6:00pm,44,47,46,27,38,27-47
7:00pm,44,47,45,28,37,28-47
8:00pm,46,47,44,28,37,28-47
9:00pm,46,44,42,28,38,28-46
10:00pm,45,41,40,28,39,28-45
11:00pm,44,39,40,29,37,29-44
12:00am,44,40,38,30,37,30-44
11/10/2017
1:00am,44,38,38,30,38,30-44
2:00am,44,37,38,31,39,31-44
3:00am,44,38,38,31,40,31-44
4:00am,45,38,38,32,41,32-45
5:00am,45,38,37,32,41,32-45
6:00am,44,36,36,32,41,32-44
7:00am,41,34,35,31,39,31-41
8:00am,41,33,34,33,37,33-41
9:00am,41,33,34,33,36,33-41
10:00am,42,33,33,33,37,33-42
11:00am,41,33,31,33,36,31-41
12:00pm,40,36,31,32,36,31-40
1:00pm,38,39,33,33,39,33-39
2:00pm,38,41,35,34,40,34-41
3:00pm,38,42,38,35,39,35-42
4:00pm,38,42,40,34,40,34-42
5:00pm,37,41,41,34,40,34-41
6:00pm,37,41,43,34,39,34-43
7:00pm,36,40,42,33,39,33-42
8:00pm,36,39,44,33,39,33-44
9:00pm,35,42,45,33,39,33-45
10:00pm,36,43,45,32,39,32-45
11:00pm,38,43,45,31,39,31-45
12:00am,37,43,45,31,38,31-45
12/10/2017
1:00am,36,42,45,32,37,32-45
2:00am,38,44,45,31,36,31-45
3:00am,39,44,45,31,36,31-45
4:00am,38,44,46,31,35,31-46
5:00am,38,43,46,31,34,31-46
6:00am,39,43,46,32,35,32-46
7:00am,40,44,47,33,35,33-47
8:00am,41,44,47,32,35,32-47
9:00am,41,44,49,31,36,31-49
10:00am,40,44,48,32,35,32-48
11:00am,41,48,49,31,36,31-49
12:00pm,41,48,49,31,38,31-49
1:00pm,41,48,49,29,36,29-49
2:00pm,41,49,50,30,36,30-50
3:00pm,42,49,49,27,36,27-49
4:00pm,43,48,46,27,36,27-48
5:00pm,44,51,46,27,37,27-51
6:00pm,46,51,45,28,37,28-51
7:00pm,46,51,46,28,40,28-51
8:00pm,47,52,45,29,42,29-52
9:00pm,50,51,44,29,42,29-51
10:00pm,51,51,44,30,42,30-51
11:00pm,50,51,44,30,43,30-51
12:00am,50,51,44,31,44,31-51
13/10/2017
1:00am,51,51,44,31,44,31-51
2:00am,49,49,44,30,44,30-49
3:00am,49,49,45,29,45,29-49
4:00am,49,49,45,30,46,30-49
5:00am,51,51,45,31,46,31-51
6:00am,51,51,45,31,47,31-51
7:00am,52,52,47,32,49,32-52
8:00am,52,52,48,34,51,34-52
9:00am,52,53,47,36,51,36-53
10:00am,53,53,48,38,51,38-53
11:00am,53,52,49,40,52,40-53
12:00pm,53,50,51,41,52,41-53
1:00pm,54,45,49,41,52,41-54
2:00pm,55,43,48,41,51,41-55
3:00pm,55,44,50,41,52,41-55
4:00pm,55,44,52,44,52,44-55
5:00pm,56,43,51,46,52,43-56
